,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10,15379487.882306753,5511778.0149054555,9564974.69223009,2999233.794642331,8591283.931406446,13972885.166716106,15493547.228476714,8684981.352924267,2086045.3752107979,6918291.667265202,0.0,11950874.224184083,1006017.1902455529,5828802.565229214,6200542.784722707,14925372.276875013,15381778.566869153,12862025.218793044,5423341.543030302,6313828.716053939,10729094.982226316,15898746.249336127,15685744.783071194
11,11034341.11764688,17092356.877801612,3608032.205496723,9105495.51938726,16716818.451257221,10821893.830578394,3766765.1523524206,16434791.080980228,11694561.46925469,15539809.47839919,11950874.224184083,0.0,12502269.589496218,6939233.701496444,6769425.388198247,11333183.756468609,10930426.967455756,1005888.6512181546,7161201.396861645,16545042.220350374,14300899.182946306,6693076.5652018,4798609.878391549
12,15606595.363581246,5236246.709656371,9742318.113282228,3397352.4339556335,8536039.922009366,14468178.023309514,16202202.81913412,8671570.323833449,1441425.4915513196,7095432.4855549205,1006017.1902455527,12502269.589496216,0.0,5946917.180281976,6268132.13869547,15161368.479031838,15639673.296808856,13464572.12623067,5594967.270891668,6286951.349158867,10919869.676014995,16892485.191235427,16606660.880390368
13,17913125.345285974,11181229.392467584,3795497.261766058,2946014.570151078,14419351.484861314,16833398.997890573,10648739.945190506,14511268.007138247,4837107.878031901,12654536.3943806,5828802.565229214,6939233.701496444,5946917.180281977,0.0,435585.36892419914,18087750.18678153,17792796.05336144,7943605.3190675285,465057.492788892,12141663.573727703,16248022.470431784,13531379.667508123,11730575.635110786
14,17802657.6013318,11488822.445724346,3493168.92582674,3358735.6123156776,14779538.946576448,16993528.579127204,10429971.234446501,14884587.596724581,5099687.216704043,13059180.73509259,6200542.784722707,6769425.388198247,6268132.13869547,435585.36892419914,0.0,18062484.390539628,17695150.32556077,7767632.851316797,900181.6611734617,12504356.585696109,16681694.157304808,13425004.546952289,11567783.680145375
15,454283.1953167594,10138733.546162263,14776130.626762373,17041173.90188015,6718438.477957544,1557662.1082949284,7765427.861462681,6549687.43813368,16518696.560283074,8072981.06126995,14925372.276875015,11333183.756468609,15161368.479031838,18087750.18678153,18062484.390539628,0.0,480234.1835681841,10345864.97844814,18039914.462264165,8907014.817030214,4243294.062085263,4649907.094066678,6549600.74720045
16,132004.3137260841,10611227.92025536,14328814.914635088,17318453.3999492,7194659.579368218,1745551.2971159846,7321769.544892014,7028036.040062205,16998480.52713948,8548559.558408571,15381778.566869153,10930426.967455756,15639673.296808856,17792796.05336144,17695150.32556077,480234.1835681841,0.0,9936138.156130416,17838652.35296922,9387087.975203855,4720257.294486289,4273770.356287556,6135216.027052708
17,10038154.253861101,17613021.00474437,4527871.886368246,10074234.09375418,16133717.860933611,9906131.120509243,2772699.3174031395,15852740.396241011,12696492.394307384,15416897.697106097,12862025.218793044,1005888.6512181547,13464572.12623067,7943605.3190675285,7767632.851316797,10345864.97844814,9936138.156130416,0.0,8166986.603188296,16618169.793506889,13527217.922572229,5720173.986181945,3801088.782354236
18,17967951.9776772,10829711.032897908,4160035.5216568517,2502509.212116422,14011824.42868945,16638927.727330973,10905173.167394064,14092243.822352018,4555091.399616666,12210908.80563802,5423341.543030302,7161201.3968616435,5594967.270891668,465057.49278889183,900181.6611734617,18039914.462264165,17838652.35296922,8166986.603188296,0.0,11735818.429011695,15783094.291659104,13654719.208635028,11923998.819822239
19,9340647.401937164,1569748.2073260837,15840267.118896853,9268996.269745866,2277691.9571173,8570780.245412521,15977928.233034642,2388050.029333846,7612049.860707782,1327181.3879547878,6313828.716053939,16545042.220350374,6286951.349158867,12141663.573727703,12504356.585696109,8907014.817030214,9387087.975203855,16618169.793506889,11735818.429011695,0.0,4726953.323249463,12680396.194652122,14555886.042240096
20,4692502.781986814,6115028.631084357,17633009.04501667,13362346.67747028,2750891.0978878974,3886852.139314269,11521251.827929135,2512124.94274849,12304339.829492383,3830850.9129111567,10729094.982226316,14300899.182946306,10919869.676014995,16248022.470431784,16681694.157304808,4243294.062085263,4720257.294486289,13527217.922572229,15783094.291659104,4726953.323249463,0.0,8139188.972919333,10123904.478684302
21,4387660.573381908,14198413.213286784,10230222.569002775,14736376.80885949,10887377.157092554,4281715.756209481,3383142.719822244,10651082.686779814,17486193.4684249,11468998.637089457,15898746.249336127,6693076.5652018,16892485.191235427,13531379.667508123,13425004.546952289,4649907.094066678,4273770.356287556,5720173.986181945,13654719.208635028,12680396.194652122,8139188.972919333,0.0,1995495.6360833726
22,6237107.338558241,16112695.51196416,8263332.929446144,13513137.093155332,12874551.51154417,6277085.225537491,1427839.6151965614,12633082.658639112,16331054.148397934,13282722.766046576,15685744.783071194,4798609.878391549,16606660.880390368,11730575.635110786,11567783.680145375,6549600.747200448,6135216.027052708,3801088.782354236,11923998.819822239,14555886.042240096,10123904.478684302,1995495.636083373,0.0
